Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
611,Oğulcan Ülgün\4a083f3f,tr TUR,MF,Konyaspor,23,1998,22,6,665,7.4,1,1,1,0,0,3,0,0.14,0.14,0.27,0.14,0.27,Matches
612,Alper Uludağ\72944e76,tr TUR,DFFW,Konyaspor,30,1990,3,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
613,Alper Uludağ\72944e76,tr TUR,DF,Adana Demirspor,30,1990,13,5,509,5.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
614,Fredrik Ulvestad\8f160d73,no NOR,MF,Sivasspor,29,1992,16,11,962,10.7,2,1,2,0,0,2,0,0.19,0.09,0.28,0.19,0.28,Matches
615,Aminu Umar\1f1a71da,ng NGA,MF,Rizespor,26,1995,26,14,1358,15.1,1,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,Matches
616,Metehan Ünal\b83cd815,tr TUR,MF,Yeni Mal'spor,17,2003,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
617,Tolga Ünlü\1bc40c57,tr TUR,DF,Altay,31,1989,12,8,758,8.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
618,Güvenc Usta\0338e7f3,tr TUR,FW,Rizespor,17,2004,1,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
619,Necip Uysal\2f7af524,tr TUR,DFMF,Beşiktaş,30,1991,27,18,1556,17.3,0,1,0,0,0,2,1,0.00,0.06,0.06,0.00,0.06,Matches
620,Anthony Uzodimma\1454b40e,ng NGA,MF,Kayserispor,22,1999,3,2,140,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
621,Enner Valencia\fb485406,ec ECU,FWMF,Fenerbahçe,31,1989,25,9,1086,12.1,7,6,6,1,1,1,0,0.58,0.50,1.08,0.50,0.99,Matches
622,Kevin Varga\4cfa6547,hu HUN,MF,Kasımpaşa,25,1996,14,6,589,6.5,1,0,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches
623,Matías Vargas\ce82f116,ar ARG,MF,Adana Demirspor,24,1997,36,30,2500,27.8,5,12,5,0,0,1,0,0.18,0.43,0.61,0.18,0.61,Matches
624,Amedej Vetrih\31579390,si SVN,MFDF,Gaziantep FK,30,1990,13,9,787,8.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
625,Domagoj Vida\3f359b33,hr CRO,DF,Beşiktaş,32,1989,28,28,2392,26.6,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches
626,Edin Višća\da1185fc,ba BIH,MF,Başakşehir,31,1990,18,16,1437,16.0,4,8,3,1,1,1,0,0.25,0.50,0.75,0.19,0.69,Matches
627,Edin Višća\da1185fc,ba BIH,MF,Trabzonspor,31,1990,18,17,1518,16.9,5,4,5,0,0,2,0,0.30,0.24,0.53,0.30,0.53,Matches
628,Emiliano Viviano\03760df0,it ITA,GK,Fatih Karagümrük,35,1985,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
629,Güray Vural\26b3d752,tr TUR,DFMF,Antalyaspor,33,1988,36,36,3235,35.9,1,6,1,0,0,8,1,0.03,0.17,0.19,0.03,0.19,Matches
630,Wallace\d61b3354,br BRA,DF,Yeni Mal'spor,26,1994,18,18,1581,17.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
631,Welinton\292f1130,br BRA,DF,Beşiktaş,32,1989,23,20,1779,19.8,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,Matches
632,Haji Wright\91cd37b7,us USA,FW,Antalyaspor,23,1998,32,21,1895,21.1,14,2,11,3,3,2,0,0.66,0.09,0.76,0.52,0.62,Matches
633,Güven Yalçın\7f5a2470,tr TUR,MFFW,Beşiktaş,22,1999,30,10,974,10.8,6,3,6,0,0,3,0,0.55,0.28,0.83,0.55,0.83,Matches
634,Berat Yaman\b9361e2e,tr TUR,DF,Yeni Mal'spor,18,2002,3,1,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
635,Mert Yandaş\6510079f,tr TUR,MF,Fenerbahçe,26,1994,24,16,1427,15.9,0,9,0,0,0,9,0,0.00,0.57,0.57,0.00,0.57,Matches
636,Barış Yardımcı\3cb1eee3,tr TUR,DF,Konyaspor,28,1992,10,2,282,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
637,Erencan Yardimci\b7481dc0,tr TUR,FW,Alanyaspor,19,2002,3,0,30,0.3,1,0,1,0,0,0,0,3.00,0.00,3.00,3.00,3.00,Matches
638,Erşan Yaşa\c9f888f7,tr TUR,DF,Yeni Mal'spor,20,2000,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
639,Karahan Yasir Subaşı\d05b527e,tr TUR,DF,Kayserispor,25,1996,15,8,763,8.5,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches
640,Ahmed Yasser Rayan\70477206,eg EGY,FWMF,Altay,23,1998,26,9,842,9.4,5,1,4,1,1,4,0,0.53,0.11,0.64,0.43,0.53,Matches
641,Mustapha Yatabaré\398dc4f4,ml MLI,FW,Sivasspor,35,1986,33,24,2111,23.5,10,2,10,0,0,6,1,0.43,0.09,0.51,0.43,0.51,Matches
642,Zeki Yavru\bf95671d,tr TUR,DFMF,Giresunspor,29,1991,31,29,2596,28.8,0,2,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,Matches
643,Uğurcan Yazgılı\0caa0427,tr TUR,DF,Konyaspor,22,1999,3,1,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
644,DeAndre Yedlin\ae0a7ddf,us USA,DF,Galatasaray,28,1993,16,15,1296,14.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
645,Erdoğan Yeşilyurt\5136940a,tr TUR,MFDF,Sivasspor,27,1993,33,20,2003,22.3,1,3,1,0,0,7,0,0.04,0.13,0.18,0.04,0.18,Matches
646,Abdullah Yiğiter\a0771e14,tr TUR,GK,Hatayspor,21,2000,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
647,Özkan Yiğiter\cfc582f9,tr TUR,MF,Sivasspor,21,2000,12,5,419,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
648,Muammer Yıldırım\20509d27,tr TUR,GK,Sivasspor,30,1990,12,12,1080,12.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
649,Zeki Yıldırım\2bdfe266,tr TUR,MF,Altay,30,1991,28,18,1632,18.1,0,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches
650,Ahmet Yılmaz Çalık\e0d3ce9d,tr TUR,DF,Konyaspor,27,1994,18,18,1610,17.9,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
651,Fatih Yılmaz\2e65225f,tr TUR,DF,Giresunspor,19,2002,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
652,Kaan Yılmaz\74295d63,tr TUR,FW,Giresunspor,17,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
653,Rıdvan Yılmaz\94721522,tr TUR,DFMF,Beşiktaş,20,2001,27,23,2040,22.7,3,4,3,0,0,4,0,0.13,0.18,0.31,0.13,0.31,Matches
654,Sefa Yılmaz\cbabde2c,tr TUR,MFFW,Sivasspor,31,1990,22,3,453,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
655,Miha Zajc\83e4643e,si SVN,MF,Fenerbahçe,27,1994,32,25,2213,24.6,9,1,9,0,0,4,0,0.37,0.04,0.41,0.37,0.41,Matches
656,Mehdi Zeffane\c8c02ac7,dz ALG,DF,Yeni Mal'spor,29,1992,9,9,810,9.0,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches
657,Ersin Zehir\b9c7c1b1,de GER,MF,Antalyaspor,23,1998,2,0,31,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
658,İsmail Zehir\30d6ae27,tr TUR,MF,Alanyaspor,18,2003,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
659,Ulaş Zengin\3ccd8765,tr TUR,DF,Gaziantep FK,24,1997,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
660,Ervin Zukanović\1253a12e,ba BIH,DF,Fatih Karagümrük,34,1987,21,20,1787,19.9,0,1,0,0,0,6,1,0.00,0.05,0.05,0.00,0.05,Matches
661,Peter Žulj\03289817,at AUT,MF,Başakşehir,28,1993,7,2,185,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
662,Damjan Đoković\0ac893aa,hr CRO,MF,Adana Demirspor,31,1990,8,1,258,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
663,Damjan Đoković\0ac893aa,hr CRO,MF,Rizespor,31,1990,22,18,1476,16.4,4,0,1,3,3,1,0,0.24,0.00,0.24,0.06,0.06,Matches
